entity_name,location,inspection_date,good_practices,non_compliances,action_taken,score_obtained,score_total,score_percent,finding_severity,notice_issued,source_handle,post_url,post_date,media_urls,raw_text
10 Pounder Pizzeteria,,2026-06-17,Food handlers were using hairnets and aprons | Proper segregation of vegetarian and non-vegetarian food items | Medical fitness certificates of food handlers were available | No pest infestation observed | Hot water sanitation of utensils was being carried out | Raw materials were properly labelled and stored with appropriate wrapping,,Instructions issued for immediate cleaning and housekeeping improvements | Directions given to maintain regular cleaning schedules and uphold food safety standards,99,106,94,None,Yes,@CMC_Offcl,https://x.com/CMC_Offcl/status/2067243781989310533,2026-06-17,https://pbs.twimg.com/media/HLBS88AbEAE-032?format=jpg&name=small | https://pbs.twimg.com/media/HLBS87waoAA-aWK?format=jpg&name=small | https://pbs.twimg.com/media/HLBS88MbEAAJ2TL?format=jpg&name=small,"Food Safety Inspection Drive | 2/3 
 Restaurant Name: 10 Pounder Pizzeteria 
 Near SMR Vinay Technopolis 
 17.06.2026 
 As part of continuous food safety monitoring across Cyberabad, CMC Food Safety teams conducted an inspection at the above establishment. 
 Good Practices Observed 
 • Food handlers were using hairnets and aprons 
 • Proper segregation of vegetarian and non-vegetarian food items 
 • Medical fitness certificates of food handlers were available 
 • No pest infestation observed 
 • Hot water sanitation of utensils was being carried out 
 • Raw materials were properly labelled and stored with appropriate wrapping 
 Minor Issues Observed 
 • Dust and cobwebs noticed on certain internal fittings 
 • Bottom section of the freezer required improved cleaning and maintenance 
 Action Taken 
 • Instructions issued for immediate cleaning and housekeeping improvements 
 • Directions given to maintain regular cleaning schedules and uphold food safety standards 
 Hygiene Assessment 
 • Score: 99/106 (94%) 
 Score Criteria 
 Above 90% – Good 
 50%–90% – Improvement Notice 
 Below 50% – Show Cause Notice 
 The establishment demonstrated a high level of compliance with food safety and hygiene standards, while minor observations have been communicated for further improvement. 
 Safe Food. Better Hygiene. Healthier Cyberabad. 
 #FoodSafety #FoodInspection #PublicHealth #SafeFood #CyberabadMunicipalCorporation #FoodSafetyFirst #TeamCMC 
 @jayesh_ranjan 
 @TelanganaCS 
 @TelanganaCMO 
 @IPRTelangana 
 @MC_Cyberabad 
 @HiHyderabad 
 @ZC_SLP 
 @ZC_Kukatpally1 
 @zcquthbullapur 
 @GummallaSrijana"
Subway,Kondapur,2026-06-16,"Food handlers were equipped with gloves and aprons and maintaining personal hygiene | Walls, flooring, ceilings, and overall infrastructure were found in satisfactory condition | No usage of synthetic food colours observed | Separate handling and storage of vegetarian and non-vegetarian food items","Incoming raw vegetables were not being properly checked at the time of procurement | Rotten lettuce found stored in the chiller | Cut vegetables including onions, tomatoes, and lettuce were found unlabelled, with some exceeding the declared use-by date | Food waste observed on the floor in the food preparation area | Presence of flies noticed in the food preparation section | Sink and washing areas found inadequately maintained | Medical fitness certificates of food handlers, food testing reports, and water analysis reports were not available during inspection | Food handlers were found to have inadequate awareness of safe food handling practices",Rotten and unlabelled vegetables were discarded on the spot | Improvement Notice to be issued for the observed violations and necessary corrective measures,58,96,60,Non-compliance,Yes,@CMC_Offcl,https://x.com/CMC_Offcl/status/2066884676741112192,2026-06-16,https://pbs.twimg.com/amplify_video_thumb/2066884313329876992/img/clzry896WJnVuKli.jpg | https://pbs.twimg.com/media/HK8MVVBbYAA3cib?format=jpg&name=small | https://pbs.twimg.com/amplify_video_thumb/2066884313350848512/img/KXPSncTOacigTm-3.jpg | https://pbs.twimg.com/media/HK8MVQebwAAOBVX?format=jpg&name=small,"Food Safety Inspection Drive  Kondapur 
 Restaurant Name: Subway 
 Location: Rajarajeshwar Nagar, Kondapur 
 Date: 16.06.2026 
 As part of continuous food safety monitoring across Cyberabad, CMC Food Safety teams conducted an inspection at Subway, Kondapur. 
 Good Practices Observed: 
 • Food handlers were equipped with gloves and aprons and maintaining personal hygiene 
 • Walls, flooring, ceilings, and overall infrastructure were found in satisfactory condition 
 • No usage of synthetic food colours observed 
 • Separate handling and storage of vegetarian and non-vegetarian food items 
 Non-Compliance Observed: 
 • Incoming raw vegetables were not being properly checked at the time of procurement 
 • Rotten lettuce found stored in the chiller 
 • Cut vegetables including onions, tomatoes, and lettuce were found unlabelled, with some exceeding the declared use-by date 
 • Food waste observed on the floor in the food preparation area 
 • Presence of flies noticed in the food preparation section 
 • Sink and washing areas found inadequately maintained 
 • Medical fitness certificates of food handlers, food testing reports, and water analysis reports were not available during inspection 
 • Food handlers were found to have inadequate awareness of safe food handling practices 
 Necessary Action Taken: 
 • Rotten and unlabelled vegetables were discarded on the spot 
 • Improvement Notice to be issued for the observed violations and necessary corrective measures 
 Hygiene Assessment: 
 • Total Score: 96 
 • Obtained Marks: 58 
 • Hygiene Percentage: 60% 
 Hygiene Score Criteria: 
 Above 90% – Good 
 50% to 90% – Improvement Notice 
 Below 50% – Show Cause Notice 
 CMC will continue regular food safety inspections across restaurants, kitchens, eateries, and food establishments to strengthen hygiene standards and safeguard public health across Cyberabad. 
 Citizens can report food safety concerns through the MyCURE App or by tagging 
 @CMC_Offcl 
 on X/Twitter for prompt field inspection and necessary action. 
 Safe Food. Responsible Practices. Healthier Cyberabad. 
 #FoodSafety #PublicHealth #FoodInspection #Subway #Kondapur #SafeFood #CyberabadMunicipalCorporation #FoodSafetyFirst #TeamCMC 
 @jayesh_ranjan 
 @TelanganaCS 
 @TelanganaCMO 
 @IPRTelangana 
 @MC_Cyberabad 
 @HiHyderabad 
 @ZC_SLP 
 @ZC_Kukatpally1 
 @zcquthbullapur 
 @GummallaSrijana"
the above establishment,Gachibowli,2026-06-11,,"Heavy pest infestation observed in the kitchen | Food accumulation, water stagnation, and foul odour noticed in the wash area, kitchen, and dining area | Walls and windows found unclean and poorly maintained | Excessive use of food colours in food preparation | No certification produced for potable water used in cooking | Open dustbins placed near food materials, posing a risk of contamination",Meat stored under unhygienic conditions was destroyed immediately | Establishment ordered for temporary shutdown until further orders in the interest of public health,20,96,18,Non-compliance,Yes,@CMC_Offcl,https://x.com/CMC_Offcl/status/2065086931365728601,2026-06-11,https://pbs.twimg.com/media/HKipg9RaIAAfdyw?format=jpg&name=small | https://pbs.twimg.com/media/HKiplmOa0AAMINe?format=jpg&name=small | https://pbs.twimg.com/media/HKiplmRb0AA06fs?format=jpg&name=small | https://pbs.twimg.com/media/HKiplmJbQAA3nb7?format=jpg&name=small,"Food Safety Inspection Drive | Royal Spice Restaurant, Gachibowli 
 Location: Near ZPHS School, Gachibowli 
 Date: 11.06.2026 
 As part of continuous food safety monitoring across Cyberabad, CMC Food Safety teams conducted an inspection at the above establishment. 
 Non-Compliance Observed: 
 • Heavy pest infestation observed in the kitchen 
 • Food accumulation, water stagnation, and foul odour noticed in the wash area, kitchen, and dining area 
 • Walls and windows found unclean and poorly maintained 
 • Excessive use of food colours in food preparation 
 • No certification produced for potable water used in cooking 
 • Open dustbins placed near food materials, posing a risk of contamination 
 Necessary Action Taken: 
 • Meat stored under unhygienic conditions was destroyed immediately 
 • Establishment ordered for temporary shutdown until further orders in the interest of public health 
 Hygiene Assessment: 
 • Total Score: 96 
 • Obtained Marks: 20 
 • Hygiene Percentage: 18% 
 Hygiene Score Criteria: 
 Above 90% – Good 
 50% to 90% – Improvement Notice 
 Below 50% – Show Cause Notice / Enforcement Action 
 CMC will continue regular food safety inspections across restaurants, kitchens, eateries, and food establishments to strengthen hygiene standards and safeguard public health across Cyberabad. 
 Citizens can report food safety concerns through the MyCURE App or by tagging 
 @CMC_Offcl 
 on X/Twitter for prompt field inspection and necessary action. 
 Safe Food. Clean Kitchens. Healthier Cyberabad. 
 #FoodSafety #PublicHealth #FoodInspection #SafeFood #CyberabadMunicipalCorporation #FoodSafetyFirst #TeamCMC 
 @jayesh_ranjan 
 @CEO_Telangana 
 @TelanganaCS 
 @TelanganaCMO 
 @IPRTelangana 
 @CMC_Offcl 
 @HiHyderabad 
 @ZC_SLPn 
 @ZC_Kukatpally1 
 @zcquthbullapur"
the above establishment,,2026-05-26,,,Premises closed due to operation with expired license | Stale veg biryani and manchurian discarded immediately | Hygiene Score: 40 / 116,40,116,34,None,Yes,@GHMCOnline,https://x.com/GHMCOnline/status/2059529151581958229,2026-05-26,https://pbs.twimg.com/media/HJQL5IhbgAA_GHc?format=jpg&name=small | https://pbs.twimg.com/media/HJQL5ITa4AAKvst?format=jpg&name=small | https://pbs.twimg.com/media/HJQL5IUaUAA-Ptd?format=jpg&name=small | https://pbs.twimg.com/amplify_video_thumb/2059284005753901057/img/fRpt9laGd-xSFJlk.jpg,"Food Safety Inspection Drive | Moosapet 
 Location: Udupi Upahar, Moosapet 
 Date: 26.05.2026 
 As part of continuous food safety monitoring across Cyberabad, CMC Food Safety teams conducted an inspection at the above establishment. 
 Violations Identified: 
 • Slippery kitchen flooring observed 
 • Kitchen drain found clogged with food waste 
 • Cooked veg biryani, cooked rice, batters, paneer, manchurian, and dough improperly stored in freezer 
 • Storage containers found untidy 
 • Wash area maintained in unhygienic condition 
 • Frozen food not thawed hygienically 
 • Cockroach infestation and flies observed in kitchen area 
 • Food handlers found without hairnets and masks 
 • Medical records and water analysis reports not produced during inspection 
 • Establishment found operating with expired food license 
 Action Taken: 
 • Premises closed due to operation with expired license 
 • Stale veg biryani and manchurian discarded immediately 
 • Hygiene Score: 40 / 116 
 Hygiene Score Criteria: 
 Above 90% – Good 
 50% to 90% – Improvement Notice 
 Below 50% – Show Cause Notice 
 CMC will continue regular food safety inspections across restaurants, kitchens, eateries, and food establishments to strengthen hygiene standards and public health safety across Cyberabad. 
 Citizens can report food safety concerns through the MyCURE App or by tagging 
 @CMC_Offcl 
 on X/Twitter for prompt field inspection and necessary action. 
 Safe Food. Clean Kitchens. Healthier Cyberabad. 
 #FoodSafety #Cyberabad #PublicHealth #CMC #CitizenFirst 
 @jayesh_ranjan 
 @CEO_Telangana 
 @TelanganaCS 
 @TelanganaCMO 
 @IPRTelangana 
 @MC_Cyberabad 
 @DigitalMediaTG 
 @HiHyderabad 
 @ZC_SLP 
 @ZC_Kukatpally1 
 @zcquthbullapur"
the above establishment,,2026-05-26,,"Raw and semi-prepared non-veg items found without labels | Chicken, mutton, and fish stored improperly and discarded immediately | Premises operating without a valid FSSAI license | Pest control records, water testing reports, and medical records of food handlers not produced during inspection | Dish wash area found unhygienic with water and food stagnation | Raw material storage containers found untidy | Food handlers working without aprons and hand gloves | Iron knives in use and chopping boards found in poor condition | Poor lighting in kitchen and store room areas",Show Cause Notice served to the establishment | Improperly stored food items discarded immediately | Instructions issued for immediate rectification of hygiene and safety violations,43,102,43,Non-compliance,Yes,@CMC_Offcl,https://x.com/CMC_Offcl/status/2059616402601099275,2026-05-27,https://pbs.twimg.com/media/HJU58wraMAEMIvq?format=jpg&name=small | https://pbs.twimg.com/media/HJU58wsasAA3Yjz?format=jpg&name=small | https://pbs.twimg.com/media/HJU58wubUAA7tmY?format=jpg&name=small | https://pbs.twimg.com/media/HJU58wvagAAwpmR?format=jpg&name=small,"Food Safety Inspection Drive | Madeenaguda 
 Location: Gismat Jail Mandi, Madeenaguda 
 Date: 26.05.2026 
 As part of continuous food safety monitoring across Cyberabad, CMC Food Safety teams conducted an inspection at the above establishment. 
 Non-Compliance Observed: 
 • Raw and semi-prepared non-veg items found without labels 
 • Chicken, mutton, and fish stored improperly and discarded immediately 
 • Premises operating without a valid FSSAI license 
 • Pest control records, water testing reports, and medical records of food handlers not produced during inspection 
 • Dish wash area found unhygienic with water and food stagnation 
 • Raw material storage containers found untidy 
 • Food handlers working without aprons and hand gloves 
 • Iron knives in use and chopping boards found in poor condition 
 • Poor lighting in kitchen and store room areas 
 Necessary Action Taken: 
 • Show Cause Notice served to the establishment 
 • Improperly stored food items discarded immediately 
 • Instructions issued for immediate rectification of hygiene and safety violations 
 Hygiene Assessment: 
 • Total Score: 102 
 • Obtained Marks: 43 
 • Hygiene Percentage: 43% 
 Hygiene Score Criteria: 
 Above 90% – Good 
 50% to 90% – Improvement Notice 
 Below 50% – Show Cause Notice 
 CMC will continue regular food safety inspections across restaurants, kitchens, eateries, and food establishments to strengthen hygiene standards and public health safety across Cyberabad. 
 Citizens can report food safety concerns through the MyCURE App or by tagging 
 @CMC_Offcl 
 on X/Twitter for prompt field inspection and necessary action. 
 Safe Food. Clean Kitchens. Healthier Cyberabad. 
 #FoodSafety #Cyberabad #PublicHealth #CMC #CitizenFirst 
 @jayesh_ranjan 
 @CEO_Telangana 
 @TelanganaCS 
 @TelanganaCMO 
 @IPRTelangana 
 @MC_Cyberabad 
 @DigitalMediaTG 
 @HiHyderabad 
 @ZC_SLP 
 @ZC_Kukatpally1 
 @zcquthbullapur"
,,2026-02-28,,,"Acting on official directions, the Greater Hyderabad Municipal Corporation (#GHMC) carried out intensive inspections of hotels and food establishments in the Secunderabad Zone to ensure compliance with food safety and hygiene standards",,,,None,No,@GHMCOnline,https://x.com/GHMCOnline/status/2027749041485058371,2026-02-28,https://pbs.twimg.com/amplify_video_thumb/2027748570884149248/img/9bUcN3vokafwZvpf.jpg | https://pbs.twimg.com/media/HCQClPDboAAr-QH?format=jpg&name=small | https://pbs.twimg.com/media/HCQC3XVbEAEQ6dl?format=jpg&name=900x900 | https://pbs.twimg.com/media/HCQC3WRbEAM58Ob?format=jpg&name=900x900,"GHMC Conducts Food Safety Inspections in Secunderabad Zone !!! 
 Notices Issued to Two Establishments; Strict Action Warned Against Violations 
 Acting on official directions, the Greater Hyderabad Municipal Corporation (#GHMC) carried out intensive inspections of hotels and food establishments in the Secunderabad Zone to ensure compliance with food safety and hygiene standards. 
 The inspection drive was led by Secunderabad Zonal Commissioner Smt. Mangatayaru. The team comprised Gazetted Food Inspector Laxmi Kanth, Food Safety Officers Swathi and Sahiti, along with the Deputy Commissioner, Assistant Municipal Commissioner and Deputy SWM officials of Kavadiguda Circle. 
 Key Violations Observed 
 ➤ During the inspection, officials identified the following lapses: 
 ➤ Poor hygiene and sanitation conditions 
 ➤ Improper maintenance of mandatory records 
 ➤ Storage of expired food items 
 ➤ Use of unauthorised food colours 
 Notices have been issued to the managements concerned. Further action will be initiated as per the provisions of the Food Safety and Standards Act. 
 GHMC reiterated that all hotels and food establishments across Greater Hyderabad must strictly adhere to prescribed food safety and hygiene standards. 
 The Corporation warned that stringent legal action will be taken against establishments found compromising public health through unsafe or unhygienic practices. 
 #FoodSafety #PublicHealth #FoodInspection #Secunderabad #HygieneStandards #SafeFood #CivicEnforcement"
,,2025-06-20,,,"FBOs have been directed to maintain hygiene, ensure proper food labeling (prep date & shelf life), and cleanliness in premises",,,,None,No,@GHMCOnline,https://x.com/GHMCOnline/status/1936057487490531567,2025-06-20,https://pbs.twimg.com/media/Gt5A8IjWIAAeE8M?format=jpg&name=small | https://pbs.twimg.com/media/Gt5A8IzXwAAMpxX?format=jpg&name=small | https://pbs.twimg.com/media/Gt5A8IuWIAAUJcV?format=jpg&name=small,"As per the instructions of the Commissioner, GHMC, Food Safety Officers are conducting surprise inspections of bakeries in their respective circles. So far, 57 bakeries inspected and 32 samples sent to the State Food Lab, Nacharam and the drive is being continued. 
 FBOs have been directed to maintain hygiene, ensure proper food labeling (prep date & shelf life), and cleanliness in premises. 
 Common violations observed: 
 • FSSAI license not displayed 
 • No “Best Before/Use By” dates 
 • Open dustbins 
 • Housefly infestation 
 • Food waste littered on floor 
 • No health records/water analysis reports 
 • Food handlers without hairnets 
 Notices under the FSS Act, 2006 & Rules, 2011 are being issued. Major violations will face adjudication. 
 #GHMC #Hyderabad #FoodSafety #PublicHealth"
,,2025-05-23,,,,,,,None,No,@GHMCOnline,https://x.com/GHMCOnline/status/1925924329159630888,2025-05-23,https://pbs.twimg.com/media/GrpBZ17WsAA45kt?format=jpg&name=small,"GHMC Conducts Surprise Inspections on Non-Compliant Hostels 
 In response to persistent complaints of regulatory non-compliance, GHMC has intensified inspections of private hostels in Ameerpet, Ashok Nagar, and Dilsukhnagar. These establishments, serving students and working professionals, were found violating norms related to food safety (FSSAI), sanitation, fire safety, and urban planning. 
 Key issues include operating without FSSAI and trade licenses, using cellars as kitchens, overcrowding, unhygienic food preparation, and dumping waste in streets. Despite ongoing awareness efforts, many hostels continue to violate essential health and safety standards. 
 To ensure compliance, GHMC formed a Special Task Force to conduct surprise inspections across critical zones. On 23.05.2025, 58 hostels were inspected; 30 notices were issued, 5 hostel kitchens sealed, and penalties totaling ₹2,45,500 imposed under the provisions of the GHMC Act, 1955. 
 Common violations observed during inspections included: 
 • Unclean walls and ceilings 
 • Greasy exhaust systems 
 • Uncovered dustbins 
 • Housefly infestations 
 • Unauthorized kitchens in cellars/parking areas 
 • Food handlers lacking proper hygiene (no hairnets/gloves) 
 • Uneven floors with stagnant water and waste 
 • Cooking and cleaning areas situated too closely 
 • Operation without valid FSSAI and trade licenses 
 • Toilets opening directly into kitchens 
 GHMC will continue strict enforcement to ensure compliance and safeguard public health. 
 #GHMC #FoodSafety #PublicHealth #SafetyStandards"
NR Milk House,"Rahat Nagar, Amberpet",20-12-2024,,"Internal structures are made up of iron sheets which were found to be rusty | Flooring was found to be patchy, uneven with stagnation of water and was also found to be emanating foul smell | One toilet provided which opens directly into the manufacturing premises and may lead to contamination | Manufacturing and storage is being done in an unhygienic environment | Pest control records are not available and presence of pests like house flies, mosquitoes and cockroaches has been noticed | Waste bags, wooden logs, plastic containers etc were found to be dumped and disposed on the floor | Food handlers were found without aprons, headgear, shoe cover etc and spitting was observed at some places in the unit | Fostac Certificates and Employee health records were not available","Action initiated under the FSS Act, 2006",,,,Non-compliance,Yes,@c_tgsafe,https://x.com/c_tgsafe/status/1870735352153186412,2024-12-22,https://pbs.twimg.com/media/GfYv0baasAEV_Zn?format=jpg&name=small | https://pbs.twimg.com/media/GfYv0ddaEAA6FI3?format=jpg&name=small | https://pbs.twimg.com/ext_tw_video_thumb/1870735303516065792/pu/img/OLY9Or3jZlkAVp-n.jpg,"𝗡𝗥 𝗠𝗶𝗹𝗸 𝗛𝗼𝘂𝘀𝗲, 𝗥𝗮𝗵𝗮𝘁 𝗡𝗮𝗴𝗮𝗿, 𝗔𝗺𝗯𝗲𝗿𝗽𝗲𝘁
20.12.2024

*Internal structures are made up of iron sheets which were found to be rusty.

* Flooring was found to be patchy, uneven with stagnation of water and was also found to be emanating foul smell.

* One toilet provided which opens directly into the manufacturing premises and may lead to contamination.

* Manufacturing and storage is being done in an unhygienic environment.

* Pest control records are not available and presence of pests like house flies, mosquitoes and cockroaches has been noticed.

* Waste bags, wooden logs, plastic containers etc were found to be dumped and disposed on the floor.

* Food handlers were found without aprons, headgear, shoe cover etc and spitting was observed at some places in the unit.

* Fostac Certificates and Employee health records were not available.


@fssaiindia
 

@MoHFW_Telangana"
Durga Dairy Products,Sultan Bazar,20-12-2024,,Employee Health Records and Fostac certificates of food handlers were not provided | Ceilings were found to be flaky at some places. Flooring was found to be patchy. Unit is not equipped with proper drains | Expired food products including Artificial Flavoring agents - Vanilla (500 ml - expired in 10/2020) | Doors are not close fitted to prevent entry of pests | Food handlers found without haircaps,,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1870735326798577667,2024-12-22,https://pbs.twimg.com/media/GfYvuM-b0AAuIcc?format=jpg&name=small | https://pbs.twimg.com/media/GfYvuNKacAANdqP?format=jpg&name=small | https://pbs.twimg.com/media/GfYvuO1aYAEhS4Q?format=jpg&name=small | https://pbs.twimg.com/media/GfYvujVa8AAP3zl?format=jpg&name=small,"Task force team has conducted inspections in dairy units in Hyderabad on 20.12.2024. 

𝗗𝘂𝗿𝗴𝗮 𝗗𝗮𝗶𝗿𝘆 𝗣𝗿𝗼𝗱𝘂𝗰𝘁𝘀, 𝗦𝘂𝗹𝘁𝗮𝗻 𝗕𝗮𝘇𝗮𝗿

* Employee Health Records and Fostac certificates of food handlers were not provided.

* Ceilings were found to be flaky at some places. Flooring was found to be patchy. Unit is not equipped with proper drains. 

* Expired food products including Artificial Flavoring agents - Vanilla (500 ml - expired in 10/2020), 
Lemon (500 ml - expired on 18.05.2024) and Lemon (500 ml - expired in 12/2020) were found and discarded. 

* Doors are not close fitted to prevent entry of pests

* Food handlers found without haircaps. 


@fssaiindia
 

@MoHFW_Telangana"
Vin Biomed,IDA Mallapur,20-11-2024,,"Raw materials like Food Color Mixture, Essences were found to be beyond Best Before dates & CyanoCobalamin (Vitamin B12 ) found to be expired. Hence discarded on the spot | Raw materials like Chocolate Powder (500g) & Vanilla Powder (500g) were found without proper labelling like Manufacturing date, Use by dates and FSSAI License & Logo on them | Seized the stock of Co-Enzyme Q10 (Nutra) Powder (6kgs) worth Rs.50,000/- for having invalid FSSAI License on it's label & MK Cocoa Powder (17kgs) worth Rs. 6,800/- for not displaying FSSAI License & Batch Number on them | No Internal Testing Laboratory found at the premises and no Test Report for prepared food articles with the FBO | Water stagnation observed near the mixing area | Premises not fitted with insect proof screen and doors are not close fitted to avoid entry of pests | Thermocol false ceiling found to be loosely hanging and with shedding particles in food preparation and packing area | Food Recall Mechanism & Cleaning Schedule Records not available with the FBO | Consumer Care Number not printed on the label of packed articles like Multivitamin tablet Sheets | FoSTaC trained personnel not available at the premises",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1859933403791155303,2024-11-22,https://pbs.twimg.com/media/Gc_PkWNasAAYGRQ?format=jpg&name=900x900 | https://pbs.twimg.com/media/Gc_PkdSbYAAJvhc?format=jpg&name=900x900 | https://pbs.twimg.com/media/Gc_PkdPasAAVd1p?format=jpg&name=900x900 | https://pbs.twimg.com/media/Gc_PkgXaYAAwouK?format=jpg&name=900x900,"Task force team has conducted inspections in Neutraceutical manufacturing units in IDA Mallapur on 20.11.2024 and 21.11.2024. 

𝗩𝗶𝗻 𝗕𝗶𝗼𝗺𝗲𝗱, 𝗜𝗗𝗔 𝗠𝗮𝗹𝗹𝗮𝗽𝘂𝗿
20.11.2024

* Raw materials like Food Color Mixture, Essences were found to be beyond Best Before dates & CyanoCobalamin (Vitamin B12 ) found to be expired.  Hence discarded on the spot.

* Raw materials like Chocolate Powder (500g) &  Vanilla Powder (500g) were found without proper labelling like Manufacturing date, Use by dates and FSSAI License & Logo on them.

* Seized the stock of Co-Enzyme Q10 (Nutra) Powder (6kgs) worth Rs.50,000/- for having invalid FSSAI License on it's label & MK Cocoa Powder (17kgs) worth Rs. 6,800/- for not displaying FSSAI License & Batch Number on them.

* No Internal Testing Laboratory found at the premises and no Test Report for prepared food articles with the FBO.

* Water stagnation observed near the mixing area.

* Premises not fitted with insect proof screen and doors are not close fitted to avoid entry of pests.

* Thermocol false ceiling found to be loosely hanging and with shedding particles in food preparation and packing area.

* Food Recall Mechanism & Cleaning Schedule Records not available with the FBO.

* Consumer Care Number not printed on the label of packed articles like Multivitamin tablet Sheets.

* FoSTaC trained personnel not available at the premises.


@fssaiindia


@MoHFW_Telangana"
Meridian Restaurant,Panjagutta,20-09-2024,FSSAI License true copy was displayed at the billing counter | Food Handlers were found wearing haircaps and aprons | Medical Fitness Certificates for food Hhandlers & Pest Control Records for premises were available with the FBO | Temperature records for the refrigerators were maintained,Water analysis reports for the RO water used for cooking were available & 2 No. of FoSTaC trained supervisors available at the said premises | Windows at 2 points were found open without any insect proof screen. Remaining points were found fitted with mesh | !Possible water seepage suspected at 1 point on the ceiling inside kitchen premises | Water stagnation observed in the drain near the biryani preparation area | Semi-prepared food articles stored inside the refrigerator were found covered but not labelled properly,,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1837500015138201973,2024-09-21,https://pbs.twimg.com/media/GYAchKDb0AkjvAo?format=jpg&name=900x900 | https://pbs.twimg.com/media/GYAchKFb0AckHrq?format=jpg&name=900x900 | https://pbs.twimg.com/media/GYAchPLb0AU1cnU?format=jpg&name=900x900 | https://pbs.twimg.com/media/GYAchRXb0AITq5D?format=jpg&name=900x900,"Task force team has conducted inspections in Panjagutta area on 20.09.2024. 

𝗠𝗲𝗿𝗶𝗱𝗶𝗮𝗻 𝗥𝗲𝘀𝘁𝗮𝘂𝗿𝗮𝗻𝘁, 𝗣𝗮𝗻𝗷𝗮𝗴𝘂𝘁𝘁𝗮

* FSSAI License true copy was displayed at the billing counter.

* Food Handlers were found wearing haircaps and aprons.

* Medical Fitness Certificates for food Hhandlers & Pest Control Records for premises were available with the FBO.

* Water analysis reports for the RO water used for cooking were available & 2 No. of FoSTaC trained supervisors available at the said premises.

* Windows at 2 points were found open without any insect proof screen. Remaining points were found fitted with mesh.

*!Possible water seepage suspected at 1 point on the ceiling inside kitchen premises.

* Water stagnation observed in the drain near the biryani preparation area.

* Semi-prepared food articles stored inside the refrigerator were found covered but not labelled properly.

* Temperature records for the refrigerators were maintained.


@fssaiindia
 

@MoHFW_Telangana"
Jalpaan Restaurant,Somajiguda,20-09-2024,FSSAI License true copy was displayed at the premises | Food Handlers were found wearing haircaps and aprons | Medical Fitness Certificates for food handlers & Pest Control Records for premises were available with the FBO,"Water analysis reports for the bottled water used for cooking were not available | Refrigerator was found in highly unhygienic condition | Drains were found clogged and water stagnation observed | Semi-prepared food articles were found covered but not labelled | Expired food articles like Mushrooms in 4 No's, Sesame Oil, Milk Packet and Packed Poha found inside kitchen and hence made discarded on the spot | The mesh fitted to the window was observed with pigeon droppings and is in very unhygienic condition | FBO did not provide access to the store room despite repeated requests. Action will be taken for non cooperation, as per the provisions of FSS Act, 2006",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1837500919107539330,2024-09-21,https://pbs.twimg.com/media/GYAdVwPb0AEHn0-?format=jpg&name=900x900 | https://pbs.twimg.com/media/GYAdV7gb0AQtCs7?format=jpg&name=900x900 | https://pbs.twimg.com/media/GYAdV-Gb0AQ8Kqc?format=jpg&name=large | https://pbs.twimg.com/media/GYAdV-Jb0AQCZBx?format=jpg&name=900x900,"𝗝𝗮𝗹𝗽𝗮𝗮𝗻 𝗥𝗲𝘀𝘁𝗮𝘂𝗿𝗮𝗻𝘁, 𝗦𝗼𝗺𝗮𝗷𝗶𝗴𝘂𝗱𝗮
20.09.2024

* FSSAI License true copy was displayed at the premises.

* Food Handlers were found wearing haircaps and aprons.

* Medical Fitness Certificates for food handlers & Pest Control Records for premises were available with the FBO.

* Water analysis reports for the bottled water used for cooking were not available.

* Refrigerator was found in highly unhygienic condition.

* Drains were found clogged and water stagnation observed.

* Semi-prepared food articles were found covered but not labelled.

* Expired food articles like Mushrooms in 4 No's, Sesame Oil, Milk Packet and Packed Poha found inside kitchen and hence made discarded on the spot.

* The mesh fitted to the window was observed with pigeon droppings and is in very unhygienic condition.

* FBO did not provide access to the store room despite repeated requests. Action will be taken for non cooperation, as per the provisions of FSS Act, 2006. 


@fssaiindia
 

@MoHFW_Telangana"
